townhome,0.4346409526867816
thinq,0.2425268704682118
encino,0.06747920925926681
wifi,0.06411700113358365
frogtown,0.053769989651280846
briarcrest,0.04415103959023552
csun,0.03665898253240502
sylmar,0.034240850541557545
countertop,0.03423107918581737
ensuite,0.032785583193105886
patio,0.03269994043732263
condo,0.031865208880061495
townhomes,0.02953544237386102
gated,0.029286204590148968
backsplash,0.028948949937215085
tarzana,0.028472923272774415
hoa,0.027618935845063756
wyngate,0.026919042048637213
townhouse,0.02267709448736916
lacma,0.022279996796585284
8309,0.02222215844207861
topanga,0.020514558974216588
recessed,0.01998350310988322
northridge,0.018956730880007953
lmu,0.01838339421778244
8748,0.01753029514683032
spacious,0.017388241603763364
flooring,0.017180086886719674
laminate,0.01616167533872917
ventura,0.015862181207618467
conditioner,0.014245916427610677
youre,0.014025678214400575
noho,0.013830878692160186
freeway,0.012851263245700609
stackable,0.012172848983767184
garage,0.01199470465822393
upgraded,0.010708436227532538
youll,0.010259073504251802
aldea,0.0102409680666541
nestled,0.01015987810266797
landscaping,0.010011714940940419
newer,0.009857452252808
greenbelt,0.009663515325536136
joes,0.009181899114227763
remodeled,0.008925919941353319
fireplace,0.00879632058951151
ambiance,0.00859170867875843
bathroom,0.008590977682843025
cozy,0.008535968425044562
convenience,0.008481902669357845
