rehabbed,0.09257938515892761
dimmable,0.03891027353497376
225000,0.028105061967055686
mudroom,0.02032801683350841
jetted,0.011293949866572266
tankless,0.010589990792796758
gfa,0.008998164273210176
cookout,0.008443407679587936
flooring,0.007811178831699478
seamlessly,0.00779617398750748
emd,0.007268516744196471
renovated,0.007190546962923522
riverfront,0.006557483042638969
hookup,0.006471269145997857
ashburn,0.006009170263127259
seperate,0.005325585565592977
frameless,0.0048282548729112916
redone,0.004717708966011042
stainless,0.0041421932016074345
pvt,0.0038968663807444856
bedroom,0.0038061253564018772
pella,0.0036010977747345167
2015,0.003598394443556517
refinished,0.003518025824175519
plumbing,0.003384944049700047
tile,0.0033430424676344885
pavers,0.003124632608210864
buyer,0.0030341766666873893
relocating,0.0029923035519093125
unpack,0.002986785818144097
commuter,0.002939378909852301
hosting,0.002793403799535683
auction,0.0026755563419052207
laundry,0.002646312164427315
seating,0.0025896965676667043
fenced,0.0024725671819909173
homeowner,0.002450843778726676
adorned,0.002381403580689519
2022,0.0023622214517625296
featuring,0.0023558185879694214
hardie,0.0022409660384398356
gorgeous,0.002213468088074301
finished,0.0021515226430408574
pill,0.002061518297498372
stately,0.002034514207601654
tandem,0.0020289070414676695
spa,0.0020028884932393686
basement,0.0019901373762757617
ceramic,0.0019619707275579878
spacious,0.001934847016431333
