unit,613
2,594
bedroom,495
bathroom,453
1,362
room,353
living,345
space,309
area,278
floor,278
property,257
kitchen,250
ha,234
offer,225
parking,222
home,213
private,195
new,194
closet,183
located,179
dining,177
building,170
open,168
feature,166
3,164
opportunity,158
large,157
view,155
access,143
city,142
pool,141
light,140
location,140
spacious,139
storage,139
appliance,127
ceiling,126
amenity,124
community,124
walk,118
condo,118
park,117
balcony,116
garage,115
residence,111
enjoy,105
center,103
los,103
restaurant,102
perfect,102
foot,101
modern,101
primary,100
spa,98
side,97
window,96
4,96
throughout,95
full,93
square,92
laundry,92
great,91
angeles,91
also,89
guest,88
plus,87
convenience,86
plan,85
fireplace,85
close,84
style,83
natural,83
countertop,83
including,82
level,82
la,81
boast,80
heart,80
suite,79
additional,79
shopping,79
beautiful,77
outdoor,77
hill,77
stainless,76
front,75
second,74
gated,74
within,74
high,73
include,73
well,73
car,73
built,73
patio,72
ample,72
steel,71
24,70
door,70
step,70
away,70
market,69
washer,69
dryer,69
shower,68
separate,68
gym,67
offering,66
featuring,65
security,65
downtown,64
flooring,63
service,63
custom,63
luxury,63
tub,62
top,61
loft,60
fitness,60
situated,60
street,60
updated,59
welcome,59
cabinet,59
remodeled,59
office,59
miss,58
hour,57
wall,57
resident,56
century,56
ensuite,55
prime,55
easy,55
ideal,54
shop,53
provides,53
make,53
buyer,53
includes,53
west,52
half,52
owner,52
corner,52
duplex,52
complex,51
central,51
gas,51
water,51
lifestyle,51
vacant,51
experience,50
income,50
hoa,49
freeway,49
stunning,49
convenient,48
master,48
neighbourhood,48
court,48
like,48
art,47
complete,47
house,47
first,47
tenant,47
south,46
bar,46
investment,46
bright,45
expansive,45
w,45
wood,44
hollywood,44
entertainment,44
beverly,44
best,44
live,43
potential,43
providing,42
lot,42
facing,42
den,42
line,42
nestled,42
privacy,42
lighting,42
hardwood,42
granite,42
comfort,42
rare,42
glass,42
luxurious,41
brand,41
equipped,41
tile,41
near,41
beach,41
rooftop,41
rent,41
end,40
cabinetry,40
air,40
village,40
entertaining,40
interior,40
school,40
minute,40
investor,40
retreat,39
rear,39
double,39
upstairs,39
sought,39
proximity,38
youll,38
inviting,38
sink,38
family,37
main,37
designed,37
wilshire,37
5,36
back,36
boasting,36
conveniently,36
cozy,36
fixture,36
vanity,36
entry,36
lounge,35
concierge,35
year,35
option,35
fully,35
playa,35
valet,34
deck,34
california,34
charming,34
highly,34
inside,34
recently,33
oversized,33
renovated,33
electric,33
courtyard,33
sized,33
vista,33
seamlessly,33
studio,33
tennis,33
price,33
westwood,33
story,33
find,32
place,32
unique,32
exceptional,32
single,32
desirable,31
come,31
quartz,31
creating,31
ready,31
vibrant,31
short,31
terrace,31
adjacent,31
prestigious,31
counter,31
newly,30
assigned,30
plenty,30
blend,30
sauna,30
looking,30
walking,30
distance,30
recessed,30
ensuring,30
designer,30
breakfast,30
station,30
add,30
block,30
dual,30
seller,30
quiet,29
resort,28
barbeque,28
vehicle,28
spot,28
contemporary,28
urban,28
elegant,28
move,28
chance,28
fridge,28
finish,28
site,27
sliding,27
lush,27
tree,27
meticulously,27
layout,27
adu,27
low,26
due,26
wa,26
serene,26
making,26
townhome,26
maintained,26
secure,26
food,25
exclusive,25
tandem,25
call,25
see,25
condominium,25
generous,25
sophistication,25
metro,25
rental,25
elevator,25
ground,25
system,25
ucla,25
huge,25
newer,24
moment,24
blvd,24
time,24
white,24
breathtaking,24
theatre,23
district,23
flow,23
vaulted,23
relaxation,23
trash,23
fantastic,23
generously,23
garden,23
set,23
beautifully,23
unparalleled,23
every,23
marble,23
many,23
centrally,22
gorgeous,22
dog,22
recreation,22
stone,22
covered,22
day,22
along,22
abundance,22
included,22
oak,22
public,22
extra,22
hallway,21
whole,21
secured,21
design,21
detached,21
epitome,21
upgraded,21
elegance,21
size,21
excellent,21
discover,21
avenue,21
gourmet,21
grand,21
upgrade,21
marina,21
painted,21
triplex,21
seamless,20
sleek,20
yard,20
additionally,20
powder,20
added,20
adorned,20
panoramic,20
venice,20
estate,20
atmosphere,20
available,20
addition,20
condition,20
boutique,20
much,20
10,20
penthouse,20
chef,19
coffee,19
world,19
state,19
direct,19
greeted,19
present,19
bonus,19
detail,19
formal,19
delivered,19
transportation,19
lax,19
long,19
sophisticated,19
corridor,19
insurance,19
currently,19
please,19
lovely,19
6,19
mile,19
setting,18
island,18
conditioner,18
must,18
overlooking,18
evening,18
attached,18
sale,18
lead,18
coveted,18
across,18
comfortable,18
entrance,18
wine,18
charging,18
charm,18
used,18
work,18
value,18
real,18
north,18
upper,18
subject,18
soaking,18
