bedroom,1286
room,1131
2,1084
bathroom,1018
floor,868
living,756
1,740
home,685
kitchen,647
space,589
unit,535
3,521
new,501
full,500
large,467
closet,450
ha,430
dining,423
apartment,405
building,405
feature,400
park,371
family,370
area,363
offer,334
storage,325
spacious,318
located,308
window,305
private,293
property,278
well,273
parking,263
foot,261
appliance,247
second,245
view,244
open,236
4,231
street,231
walk,225
location,223
shopping,223
laundry,223
throughout,221
transportation,221
access,220
square,220
basement,216
renovated,215
bus,211
custom,209
beautiful,205
garage,195
restaurant,195
hardwood,194
first,191
welcome,189
opportunity,188
modern,187
city,187
also,185
close,184
perfect,183
residence,182
ceiling,181
house,180
amenity,179
additional,179
great,174
light,172
level,171
including,171
countertop,169
convenience,169
backyard,162
enjoy,160
train,159
separate,156
high,150
heart,149
washer,149
dryer,149
stainless,149
finished,147
steel,146
outdoor,146
half,144
primary,144
door,141
garden,138
school,137
block,137
center,136
includes,136
brooklyn,135
fully,134
avenue,133
step,131
boast,131
balcony,130
condo,129
built,129
offering,128
natural,127
east,126
away,124
manhattan,123
central,122
ample,121
featuring,121
5,119
condominium,119
air,119
layout,117
line,117
luxury,115
make,114
wall,114
easy,114
include,113
oversized,113
24,113
size,113
resident,112
entrance,112
public,109
brick,108
situated,108
live,107
doorman,106
service,106
eat,106
b,105
corner,104
top,104
tax,104
conveniently,104
updated,103
cabinet,103
sized,103
maintenance,103
office,102
pet,102
water,102
year,101
lot,101
designed,100
prime,99
marble,99
system,99
subway,99
6,98
neighbourhood,98
convenient,97
terrace,97
white,96
miss,95
minute,95
multiply,95
complete,94
comfort,93
shower,93
hour,93
entertaining,92
pool,92
gas,92
wood,92
shop,91
tile,90
option,90
suite,90
main,89
york,89
plus,88
plenty,88
available,88
granite,87
front,86
roof,86
near,86
island,86
exposure,85
duplex,84
place,84
community,84
ensuite,82
master,82
foyer,81
co,81
find,80
expansive,80
bright,80
youll,80
equipped,80
low,80
need,79
q,79
double,79
car,78
deck,78
within,78
oak,78
super,78
elevator,78
excellent,78
maintained,77
stunning,77
driveway,76
south,76
bike,76
investment,76
fee,75
